ID,var_resp,prob
9076421553241290889,1,0.5194389
-6220206058061707486,0,0.005031094
3061019567886043036,1,0.50295335
8695985281156910594,1,0.7767808
-2515765055365067085,0,0.21808872
8325873618238875848,1,0.6854922
-6843394798360812288,0,0.10142444
5704357460938328165,1,0.672304
5671951062003468938,0,0.028253926
823953322839488095,1,0.752582
-1770493573533150721,0,0.17968482
-1336181187282489830,1,0.8717887
-2386099808539487559,1,0.74992543
3727034093193914917,0,0.11691544
8057802304859462324,0,0.19852147
-199701518648062604,1,0.66618574
-679830162047668810,0,0.16755156
7827994019111218033,1,0.5560458
2515594473749070318,0,0.1877602
-4512188736007558365,0,0.11227918
1046947603380911231,0,0.060991414
-1162150450709176031,0,0.2819349
-8368444865554061241,0,0.35382053
-115768587691458397,0,0.33167383
4386183922180848720,1,0.5062436
-545134765388708543,1,0.96288145
-1397220493171914875,0,0.08242995
9069347002245840248,0,0.13617545
-7868644516212849082,1,0.86705124
4062187867853242601,0,0.14672194
5845635994219114900,0,0.16416109
475531203748165987,1,0.50788784
7615529931328442195,0,0.19549002
4625680784636335737,1,0.86075425
475028737194714644,1,0.7588615
8965578114730048143,1,0.715864
-3531795894478340059,0,0.1958824
-8045571128382792895,0,0.48875034
2350849981251295657,0,0.28594196
2115999107788541415,0,0.3140126
-5786192811122450185,1,0.5940975
2584969641675891496,0,0.46929264
4008780953853457292,0,0.35718018
-936587483848164723,0,0.45890766
7196910808570951384,0,0.117688544
5405829162475739332,0,0.02403368
-8484004172456139947,0,0.24836111
-353014676395631398,0,0.35916644
6679374944483179322,0,0.3725719
5378074741822015173,0,0.03704957
3854381616848065705,0,0.057850074
3476231337350412736,1,0.5632497
-4415313597345473526,1,0.5007
7354016479554236491,0,0.3231422
5055200841251898942,1,0.5472796
5839907593960924728,0,0.19315484
3856864102854057063,0,0.10318856
-4366614396527016891,0,0.014991966
145516931856249738,1,0.6045787
529332020544822637,1,0.6032015
-3049948354307182272,1,0.5084611
1255902577777390654,0,0.18394502
8924061667040605097,1,0.69769204
1729401994448148405,1,0.59381574
-6449542717836990393,0,0.119262315
5619698778837561416,0,0.096746765
8097397268696638645,0,0.13207877
791971549350466107,1,0.706254
-4930568136779430818,0,0.02109802
385133051613453985,0,0.20089267
6297521867073836835,0,0.4973645
7947275143993663048,0,0.07626587
2573870717066885621,0,0.1128475
-6529029963751345068,1,0.7321818
-1758859908455222245,0,0.20650998
-8590458692746079310,1,0.5905706
-5058746024976952458,1,0.6022812
7716684847542148708,0,0.22719578
4901937343414279781,0,0.049374215
3422673819161597432,1,0.592524
-1576224760585464538,1,0.69728714
-4720194695728701489,0,0.07972275
-6425378056669145216,0,0.33780825
6156730456696718479,1,0.6153221
1971435528147201600,0,0.03452594
-4141950523702385917,1,0.86463094
-4481593022855467525,0,0.16433807
3369395464710752808,1,0.60800445
-616711833736960233,1,0.64117736
1375640740661442988,1,0.73329175
-3201195128049073314,0,0.09162891
-5245055960110636518,0,0.4171131
-2921540750322181633,0,0.0398661
2750104230156375261,0,0.31686994
-163971469912605976,1,0.86635745
6719826196989769487,1,0.5864633
3096393526382222136,0,0.09036741
-7201980871075412773,0,0.07963797
5947811376634579660,0,0.39427555
-2149690580401739601,1,0.9461396
-3803959102012347674,0,0.13421816
3108322823075127640,1,0.65119815
3666705398418979254,0,0.080389805
-2447049145127717685,1,0.61780864
-4584997885547602052,0,0.08575831
2184022517411986315,0,0.4744429
-2090941820599134640,0,0.07476021
-8641974494840359483,0,0.3758667
6920668541022026308,0,0.26612696
5659725364284986431,0,0.113859095
1033406132962258880,0,0.43587348
-4777610585125592925,0,0.22928923
-9202021755600815056,1,0.6685646
-4794565237862977394,0,0.071052186
5134536503727441145,0,0.20574635
-3259231744319619480,1,0.50544804
8798015204132908349,1,0.5600488
-6361860423529618290,1,0.7909339
-5961125899068334860,0,0.09143739
5769348609711930473,1,0.6746968
-7573354174885121852,0,0.28663588
5112847464971007784,0,0.080691434
6325695607429712847,1,0.8698162
-999921351671365134,1,0.7034109
3563677286191457535,0,0.4334723
-6317898845936847782,0,0.4619342
1307572165610933132,0,0.073697574
5392589797840535560,0,0.29518908
4948841240034259187,0,0.24125578
6053450508213707142,0,0.09195141
1029595053737637742,1,0.8098089
2369485131123340915,1,0.63304096
3126768104293076721,1,0.8442276
7650735685423216266,0,0.086046405
-489608393192277220,0,0.122032374
1096995810930861257,0,0.18002221
-6707319590809526063,0,0.4235627
-8574184671128645822,0,0.27409866
2220991430614673260,1,0.66064245
7491504767925293036,0,0.3221865
-4397819242957677455,1,0.80270743
4794738755570881506,1,0.7084361
635903291450956327,0,0.14045979
7149936192056121264,0,0.0930982
7394012614211245259,0,0.22045043
1175032802241261066,0,0.002455649
5306176863499985883,0,0.062132195
-3925540151521984016,0,0.43709525
5554079160377082719,0,0.09161
-8352286386749046468,1,0.80012333
7644518690096047105,0,0.08419126
-4441695519154212983,0,0.1222599
-7169451287395038442,0,0.070296615
3586856876353970748,0,0.1437495
4019137330528940476,0,0.05271214
-1348613307732424942,0,0.2562998
-4784479939414296353,0,0.46974155
2626848740234659147,0,0.095195435
-2163871121911559836,1,0.8289203
-5704286239986364876,0,0.056875873
7111442197457201414,0,0.0574761
-4626279863453644111,1,0.83743423
1578749123926638973,0,0.06792224
8697709589004671359,0,0.11180522
-143485863526219211,0,0.36325485
5428888283494459425,0,0.064010106
5640356500279990542,0,0.30251262
408873347055055586,0,0.13026668
5379057992004067415,0,0.13883765
-3941956308952310404,1,0.6675319
5637080253875179354,0,0.028842496
5202797856450646650,1,0.73820645
480347010833414583,0,0.4299006
8789513390198935004,0,0.011354994
2575741610073442771,0,0.19458519
-3755951668693459132,1,0.59261435
8265626735018349760,0,0.2459092
8951303291823771478,0,0.14186496
-8236299423151910256,1,0.67181623
5301887605332186579,0,0.026644845
-4986352943602657230,0,0.052130286
-7596466903542159916,0,0.07010085
1195485058673461426,0,0.18513495
-6101581032203539003,0,0.09120791
-6769776891576904289,1,0.8771097
4006476803986903197,1,0.7205574
6724057131469938929,0,0.49416786
6107136246541053473,0,0.15437685
8186519472122819466,0,0.10804543
5405848358014753103,0,0.18520609
3724592526298757430,0,0.2654705
-2114706779926449669,0,0.40074387
6049503504889651294,0,0.114287436
3835225493778182626,0,0.024602037
-2932489295865918340,0,0.1025225
3090504193143307289,1,0.52804667
-1908580567914775943,0,0.08314088
-165509134056055007,0,0.10855027
-2731833812273610386,0,0.14453872
-3428280248444045382,0,0.45700863
8375315293829925688,0,0.11628616
-8008342531991100744,0,0.07967385
-8122945431427951215,0,0.35695258
-7908927757184761327,1,0.89147323
-5587079837414245824,0,0.06896845
4767578564917419295,0,0.1031335
-2212863926871590811,0,0.07452694
-615513466205544525,0,0.23673847
1111971637123531401,0,0.3406275
1888815313364667143,0,0.4031598
6890987551336885271,1,0.71582234
-8378190096983075584,1,0.7019535
2097330264086193760,1,0.71284395
-7402991804299700850,0,0.05432333
869022206701347218,0,0.028096927
-2805702704909548137,0,0.4904625
-6451015025373822131,0,0.19366212
-8779029919015313332,0,0.26511005
1051597915746307220,0,0.09253793
-8049600131734842509,1,0.65806156
-3628530823359685853,0,0.13208929
1627690112479899315,1,0.52466273
255223235137038471,1,0.5653506
-4593489291374687205,0,0.19586349
4818640109592574938,0,0.10408053
-729599983222666572,0,0.24878836
-8046385351607913935,0,0.0835292
-7231587753167569490,0,0.016772455
-6228550766463666844,0,0.09381087
-1524582195464752119,0,0.10811842
-205973879117819927,0,0.15471286
-1824081370874565791,1,0.50084704
4896328217368323299,0,0.45219472
-1038899200144364724,1,0.84631854
-4256402369916619036,1,0.64590925
1232052237298361442,0,0.45745617
-6087255494434396950,0,0.08239215
4160630941771227221,0,0.23003276
-4944707973693257674,0,0.010996014
2091742508483561069,0,0.0231615
1740558109900190992,0,0.02147026
4267672771935602760,1,0.609798
3091889753776381936,1,0.5371819
-3398722315372564972,1,0.70215786
7560800455699639351,0,0.36064714
-3291344050774294938,0,0.10974778
-763756884711271749,0,0.06222653
-3189925726241599762,0,0.07575041
3561673014693870265,0,0.07433838
-4108200139864509772,0,0.10833755
-5515843332855187965,0,0.08297161
7431136159619538125,1,0.59087634
6575759214164431606,0,0.12935254
702461652785155045,1,0.77577996
4059129009596221232,1,0.66359
2128986722984828894,0,0.08028424
4883699221437989519,0,0.37556547
7576343419676918788,0,0.17788191
-5265189701353596515,0,0.30945635
4717266168212802049,0,0.27876702
-4304297972362412596,0,0.3091768
-6224223515508398819,0,0.1225965
-803825920944419371,0,0.08920229
5049490404782338719,1,0.7571017
-355479520574915777,0,0.1698944
4992990130812535034,0,0.06576601
-9115433674067310736,0,0.04601394
-6174254632409260546,0,0.09207329
732162527800899403,1,0.51531
3450632976300982385,0,0.026027912
-5473034577140414977,1,0.8815997
1940780301176605710,1,0.5852698
-509739904778756189,0,0.2874608
8246925723338854009,0,0.38730186
2125339843668070724,0,0.08128179
-5240916906676870102,0,0.2922989
3160057400518946243,0,0.2687851
-6356694291929805125,0,0.0059884763
-8515791394363747455,1,0.62568456
5020716853518750495,0,0.0824404
-2633464335366480483,1,0.84747297
-7875416690385524136,1,0.65696263
-7424776491788035763,1,0.7213728
-1610232584833877487,0,0.068994425
-749032196503440734,0,0.48363128
62801333859879959,0,0.07031574
-5497284384093630518,0,0.19793446
7582091591740608842,1,0.59331524
-8683839438165971969,0,0.41924083
9324437292353547,0,0.104486965
46981498688162516,0,0.38052693
3714784529549774918,0,0.4837587
1929128877375940897,0,0.24550858
-1493108187998249351,0,0.025627788
-6343262339387744820,0,0.012905151
1985388130328400845,0,0.043468483
2908149502197691702,0,0.15313101
8149476057220858517,0,0.13241439
-1266357349513983617,0,0.06974937
3097645496745457372,0,0.32957968
-739608473696911403,0,0.48626128
-7434367700181076138,0,0.12050473
-8392896032525130335,0,0.10734021
7727289416398003408,0,0.04942401
2138904686494090756,0,0.3205604
5998437265451443698,0,0.27483913
-4777480643268866659,0,0.08956011
-411975192218724110,0,0.044987436
7720604040477137712,0,0.05320994
-4376311223643081894,0,0.11296749
8683390185458136053,0,0.10897197
-8001201480329445494,0,0.11529986
-8945525561127886182,0,0.093721576
8707182586779481830,0,0.13428827
8696187431065967550,0,0.1257612
7285668450093355370,0,0.021892926
4365723860866936885,0,0.007339859
-2688893013375301184,1,0.70521086
-5693380338331519006,0,0.48591515
-3013048104474517178,0,0.07372092
-6778182081399683779,1,0.5474981
-2834576119418544403,0,0.035218176
-8626468825211637921,0,0.066281915
2059217542344665378,1,0.8202316
-5921863906655429935,0,0.330332
-4979842746992059266,0,0.28960595
-7402223545449760133,0,0.0881916
-5512355914568423798,1,0.64463973
-3183073122126240505,0,0.06874408
3785722951346277603,1,0.8512739
-3483303316191378311,0,0.06495079
-4439754933546412816,0,0.16739818
-2476566357603371473,0,0.46147034
-7021695223788708684,0,0.08811203
-6197502695342381756,0,0.109558254
3714226217214472334,0,0.11516126
7124712550694729821,0,0.19077559
-8396865152617439050,0,0.15791565
8668807225908198974,0,0.43941358
-8356480232074757166,0,0.14305353
-5193638112521987185,0,0.16316797
3610928951491179631,0,0.006418121
-7056136409911575157,0,0.11662494
-5112018280984272641,0,0.44141695
-6715727131892381821,0,0.074457034
1826264178999422378,0,0.21499725
8814592982399257369,0,0.08831423
-434140832514555583,0,0.06810257
8108806353049951033,0,0.13653731
5892390877636758035,1,0.5035775
1808114844365948146,0,0.3594471
5872409451861685669,0,0.02514099
6712258106130058655,0,0.19341965
1476601406899737849,0,0.059738837
3152021988587347848,0,0.22860394
-5234993906748698323,0,0.10129296
5518544114577188040,1,0.5485738
-5730871434281536966,1,0.54609585
5258638266907523640,0,0.15289484
7596762670476512245,1,0.7253977
6393558293341141466,0,0.18263477
-8894626339974284446,0,0.12483832
-2844422528821065556,0,0.3337489
8209822086962194460,1,0.55127054
-7354982369783974139,0,0.2971616
8634147443518692308,0,0.15970442
5819551633757504395,0,0.37071884
-961852973021774201,0,0.0650144
5499811666791266490,0,0.4322454
-7745708678942507703,0,0.019483611
2990999657513825959,0,0.21398912
-5723971986998773230,0,0.36274615
-3374683628874751629,0,0.0927113
-2496161760596419736,0,0.26590878
-4246150324156546903,0,0.19150615
8073577359580777527,0,0.24509145
7682229141064295048,1,0.5277426
-2406919016005510380,0,0.09886743
-2146396941189629080,0,0.37804267
2549371016896990571,1,0.5553535
-2472149583253645771,0,0.31627786
3988985630425276771,0,0.176031
3382274721528454082,1,0.5529798
4318157112119909389,1,0.7488631
6625693284057083009,1,0.77741796
7526023177242776872,0,0.088425085
4395250555065097768,1,0.55003375
-9045506260464017098,0,0.244181
3871404499922468292,1,0.6988093
-2710860655947604555,0,0.15092573
8842492271118458191,1,0.91198254
-4458714931238009699,0,0.21251759
-6021000490725763969,0,0.3777187
1432437661433542339,1,0.50046057
-6959319320265648846,0,0.22217643
7624982732069148484,0,0.103879906
4023304562315434772,1,0.88037896
-6308715628065207521,0,0.17899051
6245375369904589240,0,0.20745103
-3015633387644416825,0,0.032068722
4688666259800221069,0,0.3069778
2809636750115161179,0,0.43594822
-244523730446618789,0,0.07253575
4906750451233089100,0,0.39719185
-3090094571785509097,0,0.13067763
644652011966907344,0,0.026277455
-446383439208800589,0,0.14429416
8031450815810024678,0,0.43437463
-7832985092723265238,1,0.56978875
-8481416385678875344,0,0.10430567
4677229612500773368,0,0.029624486
-6948754263997528486,0,0.17216226
7654905438300505272,1,0.9114668
46598374620822648,0,0.20110103
3447921638004843305,1,0.5225173
1175454819764285124,1,0.5209741
-8753462976496946794,0,0.06288774
3037248970493004629,1,0.65137494
-4713228954217410900,1,0.7479668
-7658346467362887792,0,0.23609993
-8434618826135102878,0,0.23201382
8797233520971454239,0,0.37380022
-2111822512551509994,1,0.7964883
-7516160331006803745,0,0.118485734
-4115706920276407946,1,0.7523061
-8740501616014163222,0,0.058778916
5619198699138145696,0,0.2836163
4531940702868426768,0,0.4450154
-5875110697532143700,1,0.5016755
2763126366514492446,0,0.05129072
-5837139004503058259,0,0.28748554
-5277117187130794415,0,0.01786292
-4571405007165919430,1,0.5051034
-678053629689116649,0,0.17043361
7059640711256574884,1,0.75633186
-6782982552719321531,0,0.3413958
-4637398112024443245,0,0.22959204
3504504928538462220,1,0.9399149
-6397668846829713558,1,0.62334603
1691107019699560851,1,0.8616968
861429348088354133,1,0.81207484
-8184677944586701762,0,0.1106457
299694933874682677,0,0.18750548
7482720603426768150,0,0.21286574
-1857054832730801,0,0.03544406
-4173504644384152262,1,0.70864123
3130974998229445642,1,0.501284
-2813622728675342699,1,0.5622908
2540042009860585453,1,0.850756
5047359634593473593,1,0.6357425
6942611420733096927,0,0.34908745
1613153765032033471,0,0.19443844
-2565798149995035425,1,0.6763574
7210746301707818534,0,0.40568548
99595729308309306,1,0.78617656
-7437495418169357929,1,0.753309
-5053859004178555744,1,0.5589096
-4105013243423664600,1,0.74871546
-3665335239243313899,1,0.60504234
727738919084367625,1,0.5411117
-9193354935396902411,1,0.5772561
-6790802533386276099,0,0.33980063
8757636582694018677,0,0.09334696
397502787266258274,0,0.0512165
4782310829128840757,0,0.04405161
-7674264869745897837,0,0.4902049
-3019795319682534049,0,0.49958697
-3777945583955534638,1,0.82881767
-4091115434146646885,0,0.18483049
-6244918849344343753,0,0.3942327
5878383716791496715,0,0.09670369
-257932712045060409,1,0.5418813
-3041309109711700017,0,0.016338795
-2677171177651360948,0,0.00772583
-2992579186300882252,0,0.035036672
-8058361053854445228,1,0.5296998
-4278402087389048972,1,0.8840499
-5219940173081652551,0,0.2495236
2043297438449647717,0,0.49992
-8887802620479913068,0,0.30114314
-6633109900930311473,0,0.045428347
5570788890508765289,1,0.5443621
-5303797353259874108,0,0.15389653
4560444379179475441,0,0.12730604
4785499413766896063,0,0.09081949
3992364658888442154,0,0.084688894
8684073045812275934,0,0.3103089
-3566471679947758954,1,0.53837425
2098609807338075390,1,0.6141573
58289603753177153,0,0.09601342
-4864497279009656960,1,0.5539253
2345182319542313555,0,0.14362721
-2095791726274442284,1,0.6254102
1551517169524082342,0,0.07004512
-8168335302234627843,0,0.24034655
193955018202705201,0,0.121795036
-1204924382683267500,1,0.6586966
2510534278860870503,0,0.3972288
-7173386980299581626,1,0.7866744
4842423835855575866,1,0.5363801
-999084757115394285,0,0.061161086
-1838948129208722594,1,0.56895757
-414452784146489415,0,0.038992498
8186483910667366944,0,0.33036125
5140617669219192000,0,0.20516686
-1870509091579469237,0,0.42712933
8947713966362425914,0,0.16439365
-626608606625821818,1,0.7237345
-8009937400915419242,0,0.4776146
4485609302796199012,0,0.35480034
5795074576077677208,0,0.42321914
8176583198485925265,0,0.33825812
93090185237779988,1,0.93306905
2231222525730546898,0,0.2314743
-377642107746303471,0,0.113146275
-4649181842306391845,0,0.004854141
-5531444712820050960,0,0.30294976
-8064653737730108250,0,0.13091773
2109675860655131876,0,0.023598773
-7571401226578109724,0,0.4023491
3666191904670655220,0,0.02655937
8684553400709222887,0,0.1209262
-8186703340172590056,0,0.3387866
6005826562873077454,1,0.5931401
-4517252155500640683,1,0.6162992
212311299318333685,1,0.9209194
-5902976165966439643,1,0.80975276
-7065960069926732564,1,0.5062125
-1939090622223066552,1,0.5002638
5127905926909581602,0,0.12502712
-815028317615487472,0,0.22876646
4373952780903617772,0,0.122085355
-4425112048258131808,1,0.8720088
-7260082598125918384,0,0.1625778
-495287945359685643,1,0.50702167
-788911778477354035,0,0.22187687
5650109299447645136,0,0.30749363
4124169309021534520,0,0.23798755
2240327770008725412,1,0.6234859
215267940527024257,0,0.2064009
5228570781284545331,0,0.07427368
-1568894910697796781,1,0.77249795
8522419227494737439,0,0.012580708
-5932736758800229684,0,0.36785835
6777901879490798971,0,0.13584153
6957990459032339385,0,0.31342477
-5758921386520713257,0,0.08193381
-2447920023096863039,0,0.19415994
-7792605234933289540,1,0.8859696
-9191655855978785978,1,0.67184275
8906185200524314562,0,0.07954966
7006245073758361710,0,0.39102218
-8052301094118289213,0,0.10024277
3461980772823656486,1,0.7055553
7103426421541848437,0,0.1702881
-6420867306326992090,1,0.5382026
-8044545690014094670,0,0.13993841
-895326416293954491,1,0.7843691
-729658684187608522,0,0.039595533
-4223142198405274222,0,0.23559646
1999684942191762657,0,0.4442855
-4372268726771436524,0,0.07886488
4892100730791676146,0,0.11286448
1195916361030135072,0,0.39714816
4826438676669822619,0,0.15944688
8688256960655941734,1,0.6816516
8787217378141882404,1,0.8321353
3429219015267397898,1,0.5842703
8060202914608711314,0,0.2528741
1377484057720537344,0,0.18446372
2094242343709972175,0,0.08327833
-6366127073472926986,1,0.6430541
3283728548280824753,0,0.28422648
2786505818500227447,1,0.6858235
-1975297883137628324,0,0.4607759
-8340366500775487626,0,0.37162805
-5171436641456036521,0,0.36058873
-5266012578374669260,0,0.08803095
-1152295852782785096,1,0.6176855
2951900908578173444,0,0.38361523
7110293467461673503,0,0.047578182
7582079912064361958,0,0.12799965
1974911875302208472,0,0.1891036
-7902570293196546646,1,0.801011
-8452535837131000038,1,0.67367893
-7414437770493279912,0,0.06820265
-2513980889536000964,0,0.07178591
-5129336814420610926,0,0.20017649
8385517962357071145,1,0.8368205
-4196926737051689924,0,0.15343305
490180319621993856,0,0.11812404
-3954005499347281402,1,0.6970351
-6250341588084376992,0,0.10409778
-8929136851100002473,1,0.77598685
-2774617630287597287,1,0.8102797
-2695619788176602555,1,0.79894745
-4486021617010182516,0,0.28628632
-1981430202312252511,1,0.52721727
-6113057404368061900,0,0.11023699
-538502933008291603,0,0.06949625
-5382253109545452522,0,0.21643876
33346566655305685,0,0.43674758
171468284323441756,1,0.5447715
-3460418987686996162,0,0.1522264
1660688360621061011,1,0.80786014
5312634849493319551,1,0.63528425
-7760600584387102740,0,0.119628474
5484670537798133637,0,0.08124217
-8878517196011002649,1,0.86656684
-4450656778576497612,1,0.7214153
-5128680021921815806,0,0.15327823
-1526787289075610091,0,0.13831855
-2536731300243217897,0,0.06423399
7979673054462291968,1,0.563147
4066508356161978899,1,0.5801899
5771472585132197092,1,0.8644555
4532883566015147809,0,0.49828404
-5729423816428539355,0,0.07462783
3126827176680111443,1,0.67643154
5530532596657665553,1,0.94336987
-2142076560376614062,0,0.045092333
-6174267009693475114,0,0.21419935
-7235195856020368639,0,0.4484303
1664641827361841355,0,0.11618552
-4764157339054445485,0,0.087637275
-8196116904422785677,1,0.6773122
-4947270937779766223,0,0.13835745
-157342003770925476,0,0.3885377
-4840396297096622268,0,0.443331
4682050449374318704,0,0.35370478
1076599423967751319,0,0.021503193
7510334903618479547,1,0.6532494
-1459491374948328616,1,0.7127468
-7761778870135484547,1,0.7197286
8656328156492488985,0,0.103113666
-1804674683242772985,0,0.028116098
965627093687459248,0,0.45099437
6694937447224898964,0,0.20525096
-3831802480985852195,0,0.3803869
-1332073018934713874,0,0.2736111
-8674942085845139685,1,0.56158465
-1425700579253105534,1,0.8766971
-3364768556627694926,0,0.38761762
-7670461398454342,0,0.33673355
-7507073668431846146,0,0.26125824
-1237656832394879453,0,0.16682555
-3822961614139325043,0,0.13684914
7433399502915708975,1,0.53196025
5333018239795721167,0,0.05996143
-3541123412156993947,0,0.171689
-4475077278209951384,1,0.66039
2595737856128349118,0,0.12644728
5950289858849329589,0,0.14141126
-1303620120903943026,0,0.24260177
-1642505855682228757,0,0.09745663
-7460509250780123339,0,0.09836919
5996761143481380793,0,0.10133114
-8773060506470034759,0,0.16563056
-4209624543763714052,0,0.43063575
-2424910027916656273,0,0.077926435
-6570080506116487395,1,0.7029192
-7415004446277073729,0,0.19013917
-4719409409270497783,1,0.7630196
1362395604848183310,0,0.036539637
5313818229043882805,0,0.33934763
-8590796084304572062,0,0.28126153
1753264570422562047,1,0.56687576
-8280554748629047500,0,0.06650382
-7846723089280434137,0,0.21228263
-4367575824162785817,0,0.30345035
2379647498355375273,0,0.1706517
4561196599881284806,0,0.28519616
-1903347472347384486,0,0.21659803
-4987822795876816833,0,0.07688225
-7682665534609100407,0,0.084658206
5363032335783167341,0,0.071736805
1602267602639535791,0,0.19188909
2667717279866606553,1,0.5479054
586889002471224944,0,0.05876379
-4150407156804777122,0,0.39121675
-7938787603515992886,0,0.31157994
-835540688062014775,1,0.6085364
-3941239687088567497,0,0.04623826
-9094513616678988826,0,0.38752893
15934088709345426,1,0.5020265
4249381546853446465,0,0.29108953
8795506927118079460,0,0.24600196
2192758015125076790,0,0.19680338
1486478698474425982,1,0.64985746
3782062975244618420,1,0.6298159
